7	376	1	376																											
S-PG3	Seed	176	176	209	279	174	201	102	144	153	153	217	217	85	85															
S-PG4	Seed	176	176	209	209	158	158	102	144	168	168	217	217	85	85															
S-PG5	Seed	176	176	279	279	158	158	102	102	168	168	217	217	0	0															
S-PG6	Seed	176	176	209	209	176	201	102	102	153	153	0	0	0	0															
S-PG7	Seed	176	176	209	209	201	201	102	102	168	168	217	217	99	99															
S-PG8	Seed	176	176	209	209	201	201	102	102	153	153	0	0	111	111															
S-PG9	Seed	176	176	209	209	122	201	102	144	168	168	217	217	85	85															
S-PG10	Seed	176	176	279	279	158	158	102	102	153	153	0	0	85	85															
S-PG11	Seed	176	176	279	279	160	201	102	102	153	153	192	192	85	85															
S-PG12	Seed	176	176	251	279	154	201	102	140	168	168	268	268	111	111															
